startCpG,endCpG,chr_hg38,start_hg38,end_hg38,strand_hg38
556151,556155,chr1,32742617,32742864,+
556430,556435,chr1,32755277,32755421,+
556481,556501,chr1,32760071,32760780,+
556501,556514,chr1,32760789,32761023,+
556514,556520,chr1,32761033,32761374,+
556531,556535,chr1,32762652,32762693,+
559216,559222,chr1,32917619,32917886,+
559677,559681,chr1,32949616,32949657,+
560507,560511,chr1,32989456,32989577,+
562003,562008,chr1,33099417,33099628,+
562010,562014,chr1,33099741,33099820,+
563441,563450,chr1,33221095,33221484,+
564007,564012,chr1,33258156,33258246,+
565131,565135,chr1,33327719,33327902,+
565233,565238,chr1,33334346,33334405,+
565238,565243,chr1,33334509,33334620,+
579199,579204,chr1,34825596,34825847,+
583384,583396,chr1,35146339,35146576,+
587764,587769,chr1,35554122,35554641,+
587954,587970,chr1,35560799,35561058,+
587970,587976,chr1,35561092,35561157,+
588322,588326,chr1,35575151,35575252,+
595261,595265,chr1,36109248,36109292,+
596669,596708,chr1,36178675,36179056,+
598144,598150,chr1,36258669,36258759,+
598289,598293,chr1,36268977,36269026,+
602118,602126,chr1,36486971,36487158,+
612936,612950,chr1,37475423,37475761,+
612950,612956,chr1,37475772,37475828,+
612956,612963,chr1,37475895,37476155,+
612963,612968,chr1,37476253,37476341,+
620245,620250,chr1,37940187,37940575,+
624233,624242,chr1,38213654,38213796,+
624248,624253,chr1,38213944,38214104,+
624597,624603,chr1,38247000,38247127,+
627462,627466,chr1,38572001,38572071,+
631856,631869,chr1,38941703,38942098,+
631991,632000,chr1,38951165,38951395,+
633916,633921,chr1,39065600,39066056,+
635059,635064,chr1,39128904,39129382,+
635333,635343,chr1,39158759,39159249,+
635833,635837,chr1,39205626,39206115,+
635941,635948,chr1,39215284,39215466,+
635952,635957,chr1,39216770,39217054,+
636578,636586,chr1,39268548,39268892,+
636586,636590,chr1,39268922,39269002,+
636664,636668,chr1,39276333,39276566,+
639355,639364,chr1,39509580,39509707,+
639364,639369,chr1,39509832,39509933,+
640393,640397,chr1,39566987,39567064,+
641717,641722,chr1,39633291,39633344,+
644803,644813,chr1,39819646,39819767,+
645130,645134,chr1,39852713,39852798,+
646296,646303,chr1,39922569,39922640,+
646539,646543,chr1,39943565,39943766,+
646861,646865,chr1,39960815,39960939,+
648755,648759,chr1,40107653,40107739,+
651234,651240,chr1,40312549,40312686,+
659212,659217,chr1,40919523,40919583,+
659251,659257,chr1,40923124,40923206,+
659498,659502,chr1,40945037,40945175,+
659502,659506,chr1,40945352,40945545,+
661039,661043,chr1,41045063,41045568,+
661043,661048,chr1,41045780,41046094,+
661049,661059,chr1,41046422,41046759,+
663452,663457,chr1,41342193,41342366,+
664538,664542,chr1,41399321,41399350,+
664778,664786,chr1,41418941,41419124,+
664787,664794,chr1,41419230,41419559,+
665012,665019,chr1,41432463,41432561,+
665019,665024,chr1,41432576,41432651,+
665469,665480,chr1,41474620,41474898,+
665480,665485,chr1,41474963,41475075,+
665502,665506,chr1,41476905,41476997,+
665610,665618,chr1,41483317,41483502,+
665627,665633,chr1,41484090,41484167,+
665638,665646,chr1,41484566,41484655,+
665656,665660,chr1,41484963,41485061,+
665920,665930,chr1,41498900,41499111,+
665945,665953,chr1,41500556,41500778,+
665962,665968,chr1,41501669,41501745,+
665968,665983,chr1,41501764,41502098,+
667456,667463,chr1,41618187,41618406,+
667556,667562,chr1,41626276,41626500,+
668179,668183,chr1,41672337,41672501,+
668790,668797,chr1,41727594,41727626,+
668798,668802,chr1,41727682,41727790,+
668930,668934,chr1,41738966,41739066,+
668934,668941,chr1,41739095,41739156,+
669265,669271,chr1,41771440,41771708,+
670044,670048,chr1,41860990,41861052,+
670219,670223,chr1,41882265,41882293,+
670802,670807,chr1,41954778,41954910,+
671156,671161,chr1,42003356,42003518,+
672806,672810,chr1,42177772,42177779,+
677677,677681,chr1,42692898,42693646,+
678154,678159,chr1,42735943,42736070,+
680680,680685,chr1,42931989,42932154,+
680690,680694,chr1,42932418,42932578,+
680835,680840,chr1,42943308,42943523,+
681031,681045,chr1,42957249,42957525,+
685329,685340,chr1,43284836,43285174,+
685350,685360,chr1,43285662,43285971,+
686231,686237,chr1,43348502,43348589,+
686237,686256,chr1,43348635,43348854,+
687484,687488,chr1,43427733,43427812,+
689023,689031,chr1,43532835,43533350,+
689064,689071,chr1,43536483,43536838,+
689072,689078,chr1,43536979,43537155,+
689082,689087,chr1,43537438,43537691,+
689143,689148,chr1,43541862,43541993,+
689150,689155,chr1,43542201,43542293,+
689259,689263,chr1,43548445,43548518,+
689433,689440,chr1,43557785,43558126,+
694481,694485,chr1,43935685,43935860,+
695452,695462,chr1,43981265,43981439,+
696595,696600,chr1,44032503,44032643,+
697554,697558,chr1,44122120,44122191,+
699459,699463,chr1,44293864,44293939,+
701949,701956,chr1,44501484,44501713,+
703284,703289,chr1,44603154,44603203,+
703467,703527,chr1,44616995,44617564,+
704238,704246,chr1,44660256,44660535,+
711440,711446,chr1,45172058,45172275,+
713571,713575,chr1,45348960,45349393,+
715979,715983,chr1,45542676,45542886,+
716850,716856,chr1,45590359,45590474,+
716860,716864,chr1,45590708,45590892,+
717587,717591,chr1,45647440,45647751,+
720476,720480,chr1,45864785,45864961,+
720712,720717,chr1,45892459,45892656,+
721423,721428,chr1,45975586,45975629,+
723054,723058,chr1,46135693,46135760,+
723567,723572,chr1,46180091,46180297,+
723583,723587,chr1,46181567,46181765,+
723665,723670,chr1,46187702,46187843,+
723988,723997,chr1,46203952,46204234,+
727176,727187,chr1,46395025,46395410,+
727204,727208,chr1,46396555,46396700,+
729274,729278,chr1,46520627,46520673,+
731858,731862,chr1,46755064,46755131,+
734733,734741,chr1,47189752,47190072,+
740085,740093,chr1,47558776,47558886,+
740093,740101,chr1,47559020,47559142,+
740110,740114,chr1,47560408,47560512,+
740415,740421,chr1,47588230,47588408,+
742282,742293,chr1,47752237,47752387,+
743256,743264,chr1,47831655,47831851,+
744436,744443,chr1,47963760,47963994,+
745846,745850,chr1,48099405,48099561,+
746827,746832,chr1,48227822,48227970,+
750244,750251,chr1,48693467,48693548,+
750254,750260,chr1,48693803,48694004,+
751788,751793,chr1,48931643,48931761,+
762356,762363,chr1,50620951,50621376,+
762474,762480,chr1,50633544,50633809,+
769053,769057,chr1,51329521,51329669,+
769057,769062,chr1,51329771,51329928,+
770086,770090,chr1,51429940,51430226,+
772068,772072,chr1,51637229,51637359,+
773582,773586,chr1,51818691,51818971,+
775810,775815,chr1,52028919,52029107,+
776770,776774,chr1,52098225,52098296,+
780604,780608,chr1,52423972,52424205,+
789595,789599,chr1,53108719,53109007,+
790134,790140,chr1,53146011,53146166,+
790143,790153,chr1,53146299,53146493,+
792755,792759,chr1,53334948,53334987,+
795689,795697,chr1,53526707,53526869,+
804943,804950,chr1,54254141,54254344,+
805306,805317,chr1,54273050,54273336,+
805317,805329,chr1,54273349,54273739,+
805357,805361,chr1,54275330,54275478,+
805391,805395,chr1,54278103,54278459,+
805700,805708,chr1,54298745,54298851,+
805711,805717,chr1,54299190,54299372,+
805894,805899,chr1,54310045,54310165,+
806280,806285,chr1,54335665,54335817,+
806285,806291,chr1,54335845,54336031,+
806482,806487,chr1,54347937,54348152,+
806829,806834,chr1,54371664,54371748,+
807298,807302,chr1,54401949,54402104,+
808723,808727,chr1,54481622,54481681,+
810246,810250,chr1,54564303,54564394,+
810443,810450,chr1,54581470,54582064,+
810793,810797,chr1,54604730,54604922,+
813008,813015,chr1,54781273,54781309,+
813015,813029,chr1,54781319,54781421,+
813030,813053,chr1,54781425,54781603,+
813053,813068,chr1,54781608,54781736,+
813243,813252,chr1,54796288,54796564,+
814123,814127,chr1,54865688,54865834,+
814323,814328,chr1,54885150,54885485,+
814328,814337,chr1,54885711,54886033,+
818739,818743,chr1,55275339,55275506,+
819894,819901,chr1,55429137,55429431,+
822996,823002,chr1,55966052,55966511,+
825666,825674,chr1,56414901,56415132,+
826234,826240,chr1,56476291,56476345,+
829280,829284,chr1,56867619,56867720,+
841530,841536,chr1,58575620,58575835,+
841912,841916,chr1,58598115,58598376,+
842025,842030,chr1,58620335,58620562,+
843227,843234,chr1,58753296,58753540,+
843946,843951,chr1,58814315,58814410,+
843951,843956,chr1,58814421,58814496,+
843956,843986,chr1,58814569,58814879,+
843986,843990,chr1,58814913,58814948,+
844277,844285,chr1,58848935,58849389,+
844424,844430,chr1,58874933,58875372,+
844430,844434,chr1,58875441,58875739,+
844487,844491,chr1,58883630,58883690,+
844494,844498,chr1,58884019,58884133,+
844581,844588,chr1,58893605,58893760,+
844947,844953,chr1,58929883,58929982,+
845046,845050,chr1,58942885,58943043,+
845553,845561,chr1,59013733,59013835,+
845782,845786,chr1,59043867,59044016,+
846989,846993,chr1,59232326,59232447,+
847581,847587,chr1,59316801,59316984,+
848121,848125,chr1,59393343,59393543,+
848822,848826,chr1,59499655,59500136,+
849173,849178,chr1,59543300,59543606,+
850158,850163,chr1,59673617,59673796,+
850163,850170,chr1,59673920,59674122,+
850170,850175,chr1,59674205,59674779,+
850277,850281,chr1,59692716,59692850,+
850841,850845,chr1,59768947,59769167,+
851202,851210,chr1,59815728,59816163,+
851405,851409,chr1,59856877,59857104,+
855877,855881,chr1,60620351,60620391,+
859399,859403,chr1,61076093,61076132,+
859750,859761,chr1,61084185,61085101,+
859833,859838,chr1,61092739,61092901,+
860215,860220,chr1,61142926,61142995,+
860564,860579,chr1,61183934,61184332,+
860968,860973,chr1,61226746,61227024,+
861175,861179,chr1,61255446,61255785,+
862728,862733,chr1,61445390,61445663,+
863829,863834,chr1,61585828,61585904,+
869684,869688,chr1,62171094,62171129,+
869824,869828,chr1,62180806,62180914,+
871223,871228,chr1,62272106,62272268,+
871380,871384,chr1,62285918,62286008,+
871543,871547,chr1,62299853,62299985,+
872102,872106,chr1,62337212,62337371,+
884265,884270,chr1,63641369,63641620,+
884433,884437,chr1,63661996,63662139,+
884437,884442,chr1,63662292,63662377,+
884496,884503,chr1,63669633,63669887,+
884503,884507,chr1,63669946,63669969,+
884799,884805,chr1,63701292,63701484,+
884845,884850,chr1,63705244,63705321,+
885062,885066,chr1,63731679,63731859,+
885253,885258,chr1,63758805,63759095,+
886884,886888,chr1,63966040,63966175,+
887373,887378,chr1,64042685,64042889,+
887593,887597,chr1,64072427,64072698,+
889771,889778,chr1,64344302,64344471,+
891119,891123,chr1,64474618,64475128,+
891436,891442,chr1,64516410,64516571,+
891568,891575,chr1,64536467,64536652,+
891578,891584,chr1,64537085,64537371,+
894326,894332,chr1,64864364,64864479,+
895541,895546,chr1,64982017,64982202,+
895552,895556,chr1,64983317,64983388,+
895702,895718,chr1,65001264,65001548,+
904916,904920,chr1,66182157,66182295,+
905550,905555,chr1,66278709,66278881,+
905881,905887,chr1,66336193,66336523,+
905972,905976,chr1,66350246,66350326,+
911619,911623,chr1,67169850,67170196,+
912406,912410,chr1,67280902,67280995,+
913436,913440,chr1,67393360,67393419,+
913441,913448,chr1,67393462,67393636,+
915041,915045,chr1,67540524,67540675,+
915388,915392,chr1,67572530,67572583,+
915393,915398,chr1,67572715,67572863,+
915901,915905,chr1,67633367,67633580,+
916928,916932,chr1,67749604,67749735,+
919709,919714,chr1,68145618,68145934,+
920330,920334,chr1,68218649,68218769,+
920352,920356,chr1,68222065,68222209,+
926818,926822,chr1,69271762,69271973,+
952383,952387,chr1,73765345,73765626,+
955596,955600,chr1,74395624,74395727,+
957404,957410,chr1,74703528,74703684,+
957563,957570,chr1,74731616,74731777,+
963770,963776,chr1,75726135,75726206,+
970827,970831,chr1,76830532,76830700,+
975657,975661,chr1,77539182,77539222,+
979184,979190,chr1,77889802,77889982,+
980742,980747,chr1,78047313,78047601,+
1000239,1000244,chr1,81453312,81453699,+
1000676,1000682,chr1,81509347,81509527,+
1000682,1000687,chr1,81509772,81509951,+
1002143,1002148,chr1,81699410,81699642,+
1003891,1003895,chr1,81912617,81912815,+
1010123,1010127,chr1,82979725,82979967,+
1015323,1015327,chr1,83901593,83901881,+
1020205,1020209,chr1,84634942,84635171,+
1020927,1020931,chr1,84719919,84720007,+
1020931,1020935,chr1,84720281,84720412,+
1021927,1021931,chr1,84835442,84835477,+
1024566,1024576,chr1,85137675,85138130,+
1026842,1026847,chr1,85407121,85407608,+
1027531,1027537,chr1,85495848,85495980,+
1028352,1028358,chr1,85582178,85582376,+
1028727,1028732,chr1,85628915,85629186,+
1031600,1031608,chr1,86105031,86105443,+
1034476,1034480,chr1,86504902,86505240,+
1036442,1036446,chr1,86779566,86779749,+
1037179,1037184,chr1,86852949,86853174,+
1040291,1040297,chr1,87203042,87203155,+
1040480,1040484,chr1,87226735,87226771,+
1042380,1042385,chr1,87436502,87436691,+
1044249,1044258,chr1,87684469,87684613,+
1044266,1044270,chr1,87685151,87685383,+
1044270,1044274,chr1,87685479,87685536,+
1044983,1044988,chr1,87796603,87796679,+
1045045,1045050,chr1,87805729,87805910,+
1045050,1045060,chr1,87806069,87806589,+
1049817,1049823,chr1,88612853,88613065,+
1053200,1053204,chr1,89018820,89018924,+
1054415,1054419,chr1,89199099,89199670,+
1054718,1054727,chr1,89259581,89259955,+
1054797,1054813,chr1,89272452,89272936,+
1054873,1054878,chr1,89279023,89279091,+
1056734,1056739,chr1,89566832,89567097,+
1056903,1056907,chr1,89592954,89593062,+
1057010,1057016,chr1,89609010,89609142,+
1059574,1059580,chr1,89871332,89871582,+
1060805,1060810,chr1,89996638,89996694,+
1060845,1060850,chr1,90003154,90003323,+
1062175,1062180,chr1,90198626,90198728,+
1068543,1068547,chr1,91026524,91026597,+
1073924,1073929,chr1,91684619,91684948,+
1074395,1074401,chr1,91736993,91737115,+
1074923,1074928,chr1,91795494,91795698,+
1075023,1075029,chr1,91804706,91804939,+
1075229,1075235,chr1,91827221,91827279,+
1075235,1075239,chr1,91827527,91827632,+
1075239,1075245,chr1,91827870,91828155,+
1075248,1075252,chr1,91828474,91828742,+
1075252,1075257,chr1,91828936,91829205,+
1075479,1075483,chr1,91851233,91851425,+
1075483,1075489,chr1,91851429,91851637,+
1075624,1075628,chr1,91864165,91864245,+
1081184,1081191,chr1,92442029,92442160,+
1081580,1081597,chr1,92480452,92480576,+
1081597,1081633,chr1,92480589,92480916,+
1081634,1081668,chr1,92480942,92481345,+
1081668,1081687,chr1,92481353,92481670,+
1082820,1082826,chr1,92584011,92584375,+
1085386,1085390,chr1,92848327,92848391,+
1089400,1089405,chr1,93325135,93325280,+
1090326,1090330,chr1,93442469,93442609,+
1090356,1090360,chr1,93446854,93446920,+
1091288,1091292,chr1,93553374,93553422,+
1091573,1091578,chr1,93579921,93579981,+
1091650,1091666,chr1,93584711,93585592,+
1091740,1091745,chr1,93592030,93592233,+
1091750,1091757,chr1,93592357,93592764,+
1091769,1091778,chr1,93593960,93594105,+
1091978,1091988,chr1,93613935,93614148,+
1092036,1092040,chr1,93617814,93617911,+
1092254,1092258,chr1,93638460,93638659,+
1093180,1093187,chr1,93722137,93722433,+
1093856,1093860,chr1,93804571,93804903,+
1094218,1094222,chr1,93845579,93845644,+
1095473,1095480,chr1,93963689,93963982,+
1096564,1096570,chr1,94073157,94073396,+
1096718,1096722,chr1,94092458,94092716,+
1097081,1097086,chr1,94116561,94116593,+
1098750,1098754,chr1,94317400,94317463,+
1098829,1098833,chr1,94325719,94326165,+
1099304,1099308,chr1,94383874,94384103,+
1100887,1100891,chr1,94562934,94563214,+
1101225,1101229,chr1,94602534,94602588,+
1101418,1101423,chr1,94620842,94620938,+
1101680,1101690,chr1,94648301,94648641,+
1101895,1101900,chr1,94676346,94676516,+
1102344,1102349,chr1,94727848,94728116,+
1103074,1103087,chr1,94821490,94822054,+
1103576,1103580,chr1,94876099,94876127,+
1104667,1104672,chr1,94971512,94971742,+
1111129,1111133,chr1,95951361,95951592,+
1111136,1111141,chr1,95951789,95952002,+
1118622,1118627,chr1,97145436,97145672,+
1125226,1125230,chr1,98336605,98336983,+
1132425,1132430,chr1,99580512,99580669,+
1132788,1132793,chr1,99645319,99645460,+
1132814,1132819,chr1,99646875,99647063,+
1132824,1132828,chr1,99648347,99648379,+
1133789,1133794,chr1,99784669,99785030,+
1139291,1139296,chr1,100430743,100430973,+
1139636,1139640,chr1,100485843,100486275,+
1145233,1145239,chr1,101316430,101316514,+
1168972,1168981,chr1,105632287,105632519,+
1179670,1179674,chr1,107544394,107544549,+
1180421,1180427,chr1,107668933,107669102,+
1180505,1180513,chr1,107683831,107686205,+
1180514,1180525,chr1,107686266,107688186,+
1182670,1182675,chr1,107994003,107994149,+
1183000,1183005,chr1,108045454,108045641,+
1186763,1186767,chr1,108531547,108531651,+
1187407,1187411,chr1,108609734,108609904,+
1187735,1187743,chr1,108646670,108646790,+
1192596,1192601,chr1,109060747,109061005,+
1193764,1193772,chr1,109114772,109115284,+
1194028,1194033,chr1,109138304,109138462,+
1194160,1194166,chr1,109148999,109149228,+
1196291,1196300,chr1,109274546,109274762,+
1197262,1197266,chr1,109342667,109342849,+
1197724,1197728,chr1,109390802,109390809,+
1202927,1202932,chr1,109783627,109783689,+
1203683,1203689,chr1,109852427,109852597,+
1203889,1203903,chr1,109877279,109877753,+
1204080,1204085,chr1,109892919,109893003,+
1204560,1204564,chr1,109928143,109928239,+
1204763,1204767,chr1,109948006,109948153,+
1204866,1204871,chr1,109960330,109960511,+
1205027,1205032,chr1,109979942,109980134,+
1205834,1205840,chr1,110049281,110049656,+
1208495,1208499,chr1,110220352,110220550,+
1208764,1208770,chr1,110235391,110235478,+
1208827,1208832,chr1,110240457,110240653,+
1209661,1209665,chr1,110330804,110330835,+
1209665,1209669,chr1,110330864,110330977,+
1211600,1211604,chr1,110487959,110488037,+
1214827,1214832,chr1,110873559,110874244,+
1217089,1217094,chr1,111200342,111200438,+
1217098,1217102,chr1,111200649,111200790,+
1218789,1218793,chr1,111423004,111423100,+
1219241,1219251,chr1,111473865,111474182,+
1219845,1219852,chr1,111535514,111535863,+
1220109,1220115,chr1,111576614,111576842,+
1227451,1227456,chr1,112394098,112394190,+
1230929,1230936,chr1,112705870,112706239,+
1231116,1231120,chr1,112713687,112713848,+
1233948,1233953,chr1,112881862,112881976,+
1235047,1235057,chr1,112957018,112957222,+
1236267,1236271,chr1,113046722,113046927,+
1238670,1238678,chr1,113255190,113255891,+
1238773,1238778,chr1,113266889,113266971,+
1239827,1239831,chr1,113392349,113392649,+
1242676,1242680,chr1,113794551,113794743,+
1243437,1243443,chr1,113871420,113871911,+
1243558,1243562,chr1,113886563,113886620,+
1243562,1243567,chr1,113886838,113886984,+
1243568,1243574,chr1,113887110,113887282,+
1244293,1244297,chr1,113940756,113940976,+
1246791,1246798,chr1,114207782,114207838,+
1249832,1249836,chr1,114540924,114541175,+
1253874,1253878,chr1,115056657,115056717,+
1253927,1253933,chr1,115062796,115062957,+
1253933,1253938,chr1,115063300,115063548,+
1253977,1253981,chr1,115068896,115069085,+
1254319,1254324,chr1,115098967,115099147,+
1255862,1255866,chr1,115317653,115317790,+
1257587,1257591,chr1,115547855,115547998,+
1258395,1258401,chr1,115654885,115655120,+
1258568,1258573,chr1,115671080,115671110,+
1258649,1258655,chr1,115676491,115676803,+
1262255,1262260,chr1,116109913,116109985,+
